ABBRV	SOURCE	NUM_DEF	DEFINITION
NED	SEDOM	1	No evidece disease 
NED	SEDOM	1	oncologia
NEC	SEDOM	2	Necrotising enterocolitis 
NEC	SEDOM	2	Enterocolitis Necrotizante
NEC	SEDOM	2	Neumonía eosinófila crónica
NEF	SEDOM	1	Servicio de
NEF	SEDOM	1	Nefrología 
OCDE	SEDOM	1	Organización para el Desarrollo y la Cooperación Económica
PFGE	SEDOM	1	Elecroforesis en gel de campos pulsantes
PFGE	SEDOM	1	Pulsed-field gel electrophoresis 
ETB	SEDOM	1	Etambutol
mA	SEDOM	1	Miliamperio
ETC	SEDOM	2	Encefalopatía traumática crónica
ETC	SEDOM	2	Enfermedad del tejido conjuntivo
ETE	SEDOM	2	Ecocardiograma transesofágico
ETE	SEDOM	2	Enfermedad tromboembólica
NEM	SEDOM	2	Neoplasia endocrina múltiple
NEM	SEDOM	2	Neumología 
NEM	SEDOM	2	Servicio de
NEP	SEDOM	1	Neumotórax espontáneo primario
ETG	SEDOM	1	Enfermedad trofoblástica gestacional
NEO	SEDOM	2	Neonatología 
NEO	SEDOM	2	Servicio de
NEO	SEDOM	2	Neoplasia
Neo	SEDOM	2	Neonatología 
Neo	SEDOM	2	Servicio de
Neo	SEDOM	2	Neoplasia
AC-P	SEDOM	1	Auscultación cardiopulmonar
SOPQ	SEDOM	1	Síndrome del ovario poliquístico
NET	SEDOM	1	Necrolisis epidérmica tóxica
ETM	SEDOM	2	Epilepsia temporal mesial
ETM	SEDOM	2	Exéresis total del mesorrecto
mL	SEDOM	2	Mililitro
ml	SEDOM	2	Mililitro
ETP	SEDOM	1	Enfermedad trofoblástica persistente
ETR	SEDOM	1	Ecografía transrectal
VVC	SEDOM	2	Vía venosa central
VVC	SEDOM	2	Vulvovaginitis cíclica
ETT	SEDOM	1	Ecocardiograma transtorácico
DCGB	SEDOM	1	Difuso de células grandes B 
DCGB	SEDOM	1	linfoma
ETS	SEDOM	1	Enfermedad de transmisión sexual
ETV	SEDOM	2	Ecografía transvaginal
ETV	SEDOM	2	Enfermedad tromboembólica venosa
VVI	SEDOM	2	Marcapasos de estimulación ventricular inhibida por sensibilización ventricular 
VVI	SEDOM	2	Volumen ventricular izquierdo
Alb-	SEDOM	1	Prefijo que indica relación con blanco
-virus	SEDOM	1	Sufijo usado en virología para la jerarquía Género
NFC	SEDOM	1	Neurofisiología clínica 
NFC	SEDOM	1	Servicio de
EUA	SEDOM	2	Esfínter urinario artificial
EUA	SEDOM	2	Excreción urinaria de albúmina
Exo-	SEDOM	1	Prefijo que significa fuera o hacia afuera
VVP	SEDOM	2	Válvula ventrículoperitoneal
VVP	SEDOM	2	Vía venosa periférica
NFL	SEDOM	1	Neurofisiología clínica 
NFL	SEDOM	1	Servicio de
RLPI	SEDOM	1	Reacción local en punto de inyeción
NFP	SEDOM	1	Nefropatía
VVZ	SEDOM	1	Virus Varicela-zoster
CsIV	SEDOM	1	Cesio intravaginal
NFV	SEDOM	1	Nelfinavir
EUS	SEDOM	1	Endoscopic ultrasound
AHIMA	SEDOM	1	 American Health Information Management Association
BNCO	SEDOM	1	Bronconeumopatía crónica obstructiva
Cianocobalamina	SEDOM	1	Vitamina B12
OCFA	SEDOM	1	Obstrucción crónica al flujo aéreo
NGF	SEDOM	1	Factor de crecimiento nervioso
NGF	SEDOM	1	Nerve growth factor 
TASP	SEDOM	1	Trasplante autólogo 
TASP	SEDOM	1	de células progenitoras
UDVP	SEDOM	1	Usuario de droga por vía parenteral
EVA	SEDOM	3	Escala visual análoga
EVA	SEDOM	3	Escala visual analógica
EVA	SEDOM	3	Estenosis de la válvula aórtica
EVC	SEDOM	1	Enfermedad vascular cerebral
EVE	SEDOM	1	Esclerosis de varices esofágicas
GLPB	SEDOM	1	Ganancia luminal postbalón
IATP	SEDOM	1	Inmunoadherencia del Treponema pallidum
IRVA	SEDOM	2	Infección respiratoria de vías altas
IRVA	SEDOM	2	Insuficiencia respiratoria de vías altas
EVG	SEDOM	1	Electroventriculograma
IRVB	SEDOM	1	Infección respiratoria de vías bajas
TASV	SEDOM	1	Tricuspid annular systolic velocity
NH3	SEDOM	1	Amoniaco
EVI	SEDOM	1	Equipo de valoración de incapacidades
ASPB	SEDOM	1	Agencia de Salud Pública de Barcelona
RT-MX	SEDOM	1	Radioterapia y metotrexato
EVP	SEDOM	4	Embarazo en vía de prolongación
EVP	SEDOM	4	Enfermedad vascular periférica
EVP	SEDOM	4	Estado vegetativo persistente
EVP	SEDOM	4	Estenosis de la válvula pulmonar
EVR	SEDOM	2	Enterococo vancomicina resistente
EVR	SEDOM	2	Espacio de Virchow-Robin
ABPI	SEDOM	1	Índice de presión brazo/tobillo
ABPI	SEDOM	1	Ankle/brachial pressure index 
TAVI	SEDOM	1	Transcatheter aortic valve implantation
ABPA	SEDOM	1	Aspergilosis broncopulmonar alérgica
NHP	SEDOM	1	Ningún hallazgo patológico
NHS	SEDOM	1	National Health Service
O2HB	SEDOM	1	Oxihemoglobina
TALMO	SEDOM	1	Trasplante alogénico de médula ósea
VYE	SEDOM	1	Vena yugular externa
CIN II	SEDOM	1	Cervix intraepitelial neoplasia I1 
CIN II	SEDOM	1	Neoplasia  intraepitelial de cuello uterino tipo 2
Blefar(o)-	SEDOM	1	Prefijo que indica relación con el párpado
CSEMI	SEDOM	1	Cuadrante superior externo de mama izquierda
NIA	SEDOM	3	Nefritis intersticial aguda
NIA	SEDOM	3	Neoplasia intraepitelial anal
NIA	SEDOM	3	Neumonía intersticial aguda
VYI	SEDOM	1	Vena yugular interna
NID	SEDOM	2	Neumopatía intersticial difusa
NID	SEDOM	2	No insulindependiente
NIC	SEDOM	5	Nefropatía inducida por contraste
NIC	SEDOM	5	Nefropatia intersticial crónica
NIC	SEDOM	5	Neoplasia intracervical
NIC	SEDOM	5	Neoplasia intraepitelial cervical
NIC	SEDOM	5	Clasificación de intervenciones de enfermería
NIC	SEDOM	5	Nursing Interventions Classification 
MERI	SEDOM	1	Menisco externo de rodilla izquierda
NIH	SEDOM	2	National Institutes of Health
NIH	SEDOM	2	Neumonía intrahospitalaria
MERD	SEDOM	1	Menisco externo de rodilla derecha
Exp.	SEDOM	1	Exploración
NIO	SEDOM	1	Neurotoxicidad inducido por opioides
CSEMD	SEDOM	1	Cuadrante superior externo de mama derecha
NIV	SEDOM	2	Neoplasia intraepitelial vulvar
NIV	SEDOM	2	Non invasive ventilation
NIU	SEDOM	1	Neumonitis intersticial usual
VPPB	SEDOM	1	Vértigo paroxístico posicional benigno
Acu-	SEDOM	1	Prefijo que indica relación con las agujas
DPP-4	SEDOM	1	Dipeptidil-peptidasa 4
PFNA	SEDOM	1	Proximal femoral nail antirotation
METs	SEDOM	1	Unidades de esfuerzo físico. Se debe escribir sin S
VZV	SEDOM	1	Varicella-zoster virus 
VZV	SEDOM	1	Virus de la varicela zoster
EFNa	SEDOM	1	Excreción fraccional de sodio
FRCV	SEDOM	1	Factor de riesgo cardiovascular
-rrea	SEDOM	1	Sufijo que significa flujo o descarga
AT III	SEDOM	2	Angiotensina III
AT III	SEDOM	2	Antitrombina III
Alg-	SEDOM	1	Prefijo que indica relación con dolor
Mio	SEDOM	1	Músculo
ASTO	SEDOM	1	Antiestreptolisina O
DyL	SEDOM	1	Dilatación y legrado
mcpd	SEDOM	1	Miocardiopatía dilatada
ADEPA	SEDOM	1	Asociación del Defensor del paciente
NLG	SEDOM	1	Neurología
Gloso-	SEDOM	1	Prefijo que indica relación con la lengua
NLP	SEDOM	1	Nefrolitotomía percutánea
gg bb	SEDOM	1	Ganglios basales
POBA	SEDOM	1	Plain old balloon angioplasty 
POBA	SEDOM	1	Angioplastia clásica con balón simple
EFQM	SEDOM	1	Fundación europea para la gestión de la calidad
EFQM	SEDOM	1	European Foundation for Quality Management 
EDNOS	SEDOM	1	Trastorno de la conducta alimentaria no especificado
EDNOS	SEDOM	1	Eating disorder not otherwise specified 
NMI	SEDOM	1	Neumología infantil 
NMI	SEDOM	1	Servicio de
Ext.	SEDOM	2	Externo
Ext.	SEDOM	2	Extremidad
NML	SEDOM	1	Neumología 
NML	SEDOM	1	Servicio de
NMN	SEDOM	1	Nicotinamida mononucleótido
NMO	SEDOM	1	Neuromielitis óptica
FISH	SEDOM	1	Fluorescent in situ hybridation 
FISH	SEDOM	1	Hibridación in situ fluorescente
v.	SEDOM	1	Velocidad
POCI	SEDOM	1	Posterior circulation infarct
ABVP	SEDOM	1	Adriamicina, bleomicina, vinblastina y prednisona, quimioterapia
mmHg	SEDOM	1	Milímetros de mercurio
ABVD	SEDOM	2	Actividades básicas de la vida diaria
ABVD	SEDOM	2	Adriamicina, bleomicina, vinblastina y dacarbacina, quimioterapia
NNP	SEDOM	2	Neonato patológico
NNP	SEDOM	2	Nitrógeno no proteico
NNT	SEDOM	1	Número necesario para tratar
POCT	SEDOM	1	Pruebas de diagnóstico en el punto de atención
POCT	SEDOM	1	Point of Care Testing 
sTfR	SEDOM	1	receptor soluble de la transferrina
sTfR	SEDOM	1	Soluble transferrin receptor 
IAMNQ	SEDOM	1	sin onda
IAMNQ	SEDOM	1	Infarto agudo de miocardio no 
CIN III	SEDOM	1	Cervix intraepitelial neoplasia 3 
CIN III	SEDOM	1	Neoplasia intraepitelial de cuello uterino
NOA	SEDOM	2	Necrosis ósea avascular
NOA	SEDOM	2	Azoospermia no obstructiva
NOA	SEDOM	2	Non-obstructive azoospermia 
NOD	SEDOM	1	Neoplasia de origen desconocido
TALSP	SEDOM	1	Trasplante autólogo de sangre periférica
Cap.	SEDOM	1	Cápsula
NOC	SEDOM	2	Neumonía organizada criptogenética
NOC	SEDOM	2	Nursing outcomes Classification
GUIC	SEDOM	1	Glucosa, urea, iones y creatinina
NOI	SEDOM	1	Neuritis óptica isquémica
Esteno-	SEDOM	1	Prefijo que significa estrecho
AP-DRG (o AP-DRGs)	SEDOM	1	All Patient Diagnosis Related Groups. Ver GRD-AP
NPC	SEDOM	3	Nefrostomía percutánea
NPC	SEDOM	3	Neumonía por Pneumocystis carinii
NPC	SEDOM	3	por vía
NPC	SEDOM	3	Nutrición parenteral 
NPB	SEDOM	1	Nada por boca
NPH	SEDOM	3	Neuralgia postherpética
NPH	SEDOM	3	Neutral Protamine Hagedorn insulin 
NPH	SEDOM	3	Insulina protamina neutra de Hagedorn
NPH	SEDOM	3	Nutrición parenteral hipocalórica
WAP	SEDOM	1	Wireless application protocol. Protocolo de telefonía móvil para acceder a los servicios de internet
t½	SEDOM	1	Tiempo de vida media o periodo de semivida
NPM	SEDOM	2	Neoplasias primarias múltiples
NPM	SEDOM	2	Nódulos pulmonares múltiples
NPP	SEDOM	2	No progresión del parto
NPP	SEDOM	2	por vena
NPP	SEDOM	2	Nutrición parenteral 
NPS	SEDOM	2	Nódulo pulmonar solitario
NPS	SEDOM	2	Neuropsicológico
Epi.	SEDOM	1	anestesia
Epi.	SEDOM	1	Epidural 
Proct-	SEDOM	1	Prefijo en relación con recto y ano
HGNA	SEDOM	1	Higado graso no alcohólico
NPT	SEDOM	1	Nutrición parenteral total
DLCO	SEDOM	1	Diffusing capacity for lung carbon monoxide 
DLCO	SEDOM	1	Capacidad de difusión pulmonar del monóxido de carbono
NPV	SEDOM	1	Núcleo paraventricular
NPY	SEDOM	1	Neuropéptido Y
WBC	SEDOM	1	White blood cells
SIADH	SEDOM	1	Syndrome of inappropiate antidiuretic hormone 
SIADH	SEDOM	1	Síndrome de secreción inadecuada de hormona antidiurética
aPTT	SEDOM	1	Activated partial thromboplastin time 
aPTT	SEDOM	1	Tiempo de tromboplastina parcial activada
Car.	SEDOM	1	Carcinoma
FAB	SEDOM	2	French-American-British, Cooperative group. Es una clasificación de tumores del Grupo cooperativo Franco-Americano-Británico
FAB	SEDOM	2	Fragmento de unión a antígeno
FAB	SEDOM	2	Fragment antigen-binding 
Fab	SEDOM	2	French-American-British, Cooperative group. Es una clasificación de tumores del Grupo cooperativo Franco-Americano-Británico
Fab	SEDOM	2	Fragmento de unión a antígeno
Fab	SEDOM	2	Fragment antigen-binding 
FAA	SEDOM	1	Faringoamigdalitis aguda
FAD	SEDOM	1	Flavinadenina dinucleótido
FAC	SEDOM	3	Farmacología clínica 
FAC	SEDOM	3	Servicio de
FAC	SEDOM	3	Fibrilación auricular crónica
FAC	SEDOM	3	Fluorouracilo, adriamicina y ciclofosfamida, quimioterapia
FAG	SEDOM	1	Fosfatasa alcalina granulocitaria
FAL	SEDOM	1	Fosfatasa alcalina
FAP	SEDOM	1	Fibrilación auricular paroxística
FAGA	SEDOM	1	Female androgenetic alopecia
DLAo	SEDOM	1	Doble lesión aórtica 
DLAo	SEDOM	1	estenosis e insuficiencia
FAR	SEDOM	1	Farmacia 
FAR	SEDOM	1	Servicio de
FAQ	SEDOM	1	Frequently asked questions
OTRI	SEDOM	1	Oficinas de transferencia de resultados de investigación
xq	SEDOM	1	Porque
FAV	SEDOM	1	Fístula arteriovenosa
Plaq.	SEDOM	1	Plaquetas
DTSA	SEDOM	1	Doppler de troncos supraaórticos
NRC	SEDOM	1	Servicio de
NRC	SEDOM	1	Neurocirugía 
GUNA	SEDOM	1	Gingivitis ulceronecrotizante aguda
FBC	SEDOM	2	Faciobraquiocrural
FBC	SEDOM	2	Fibrobroncoscopia
CIAS	SEDOM	2	Código de identificación de área sanitaria
CIAS	SEDOM	2	Código de identificación de ásistencia sanitaria
NRL	SEDOM	1	Neurología 
NRL	SEDOM	1	Servicio de
CIAP	SEDOM	1	Clasificación Internacional de Atención Primaria
G-6-PD	SEDOM	1	Glucosa 6 fosfato deshidrogenasa
G-6-PD	SEDOM	1	Glucose 6 phosphate dehydrogenated 
DABVD	SEDOM	1	Dependiente para las actividades básicas de la vida diaria
SGOT	SEDOM	1	Serum glutamic oxalacetic transaminase 
SGOT	SEDOM	1	Transaminasa glutamicoxalacética sérica
DMNID	SEDOM	1	Diabetes mellitus no insulinodependiente. Es la Diabetes mellitus tipo 2 
DMNID	SEDOM	1	aunque existen pacientes con Diabetes mellitus tipo 2 que necesitan insulina
FCD	SEDOM	1	Displasia cortical focal
FCD	SEDOM	1	Focal cortical dysplasia 
FCF	SEDOM	2	Fractura de cuello de fémur
FCF	SEDOM	2	Frecuencia cardiaca fetal
NSP	SEDOM	1	No se palpan
FCG	SEDOM	1	Fonocardiograma
MurNAc	SEDOM	1	Ácido N-acetilmurámico
RS3PE	SEDOM	1	Sinovitis simétrica seronegativa remitente con edema con fóvea distal
RS3PE	SEDOM	1	Remiting seronegative symetrical synovitis with pitting edema 
NST	SEDOM	2	No se tocan
NST	SEDOM	2	Non stress test 
NST	SEDOM	2	Test no estresante
Ag TABM	SEDOM	1	Aglutinaciones typhi, paratyphi A y B y brucella melitensis
FCM	SEDOM	2	Frecuencia cardiaca materna
FCM	SEDOM	2	Frecuencia cardiaca máxima
ISCI	SEDOM	1	Infusión subcutánea continua de insulina
Troquín	SEDOM	1	Tuberosidad menor del húmero
FCR	SEDOM	1	Flexor carpis radialis. Flexor radial del carpo 
FCR	SEDOM	1	músculo
Alo.	SEDOM	1	Alogénico
FCT	SEDOM	1	Fibrocartílago triangular
HDLC3	SEDOM	1	High Density Lipoprotein Cholesterol, Low Serum, 3
FCS	SEDOM	1	Funciones cerebrales superiores
NTA	SEDOM	1	Necrosis tubular aguda
x´	SEDOM	1	Por minuto
NTG	SEDOM	2	Neoplasia trofoblástica gestacional
NTG	SEDOM	2	Nitroglicerina
FDA	SEDOM	2	Food and drug administration 
FDA	SEDOM	2	Administración de alimentos y medicamentos, Estados Unidos
FDA	SEDOM	2	Frontoderecha anterior 
FDA	SEDOM	2	posición fetal
NTI	SEDOM	1	Nefritis tubulointersticial
Mt.	SEDOM	1	Metástasis
CICU	SEDOM	1	Centro de información y coordinación de urgencias
SPBF	SEDOM	1	Sospecha de pérdida de bienestar fetal
FDG	SEDOM	1	Fluor-deoxyglucose
hGH	SEDOM	1	Human growth hormone 
hGH	SEDOM	1	Hormona del crecimiento humana
NTP	SEDOM	2	Nefrostomía percutánea
NTP	SEDOM	2	Nitroprusiato
Filo-	SEDOM	1	Prefijo que indica relación con hojas o con la clorofila
FDM	SEDOM	2	Factor depresor del miocardio
FDM	SEDOM	2	Factor discriminante de Maddrey
HOSPIDOM	SEDOM	1	Servicio de
HOSPIDOM	SEDOM	1	Hospitalización a domicilio 
RDNP	SEDOM	1	Retinopatía diabética no proliferativa
FDP	SEDOM	1	Músculo Flexor Profundo de los dedos
FDP	SEDOM	1	Flexor digitorum profundus 
NTX	SEDOM	1	Neumotórax
FDS	SEDOM	1	Músculo flexor superficial de los dedos
FDS	SEDOM	1	Flexor digitorum superficialis 
SPCD	SEDOM	2	Síntomas patológicos y conductuales de las demencias
SPCD	SEDOM	2	Síntomas psicológicos y conductuales de las demencias
SPCA	SEDOM	1	Acelerador de la conversión de la protrombina sérica
SPCA	SEDOM	1	Serum prothrombin conversión accelerator 
-plejia	SEDOM	1	Sufijo que significa parálisis o ictus
Pleo-, pleio-	SEDOM	1	Prefijos que significan más, excesivo o múltiple
FEA	SEDOM	1	Facultativo especialista de área
Genu	SEDOM	1	Prefijo o raíz que indica rodilla
FEC	SEDOM	2	Fluorouracilo, epirrubicina y ciclofosfamida, quimioterapia
FEC	SEDOM	2	Fundación Española del Corazón
FEF	SEDOM	1	Forced expiratory flowing 
FEF	SEDOM	1	Flujo espiratorio forzado
Ncto.	SEDOM	1	Nacimiento
Susp.	SEDOM	1	Suspensión
TSDS	SEDOM	1	Técnico Superior en Documentación Sanitaria
UMVI	SEDOM	1	Unidad médica de valoración de incapacidades
CIDP	SEDOM	1	Chronic inflammatory demyelinating polyneuropathy
FEM	SEDOM	1	Flujo espiratorio máximo
Eco	SEDOM	1	Ecografía
VHIR	SEDOM	1	Vall d'Hebron Institut de Recerca
FEV	SEDOM	1	Forced expiratory volume 
FEV	SEDOM	1	Volumen espiratorio forzado
Rep.	SEDOM	1	Reproducción
NICE	SEDOM	1	National Institute for Health and Care Excellence
NICF	SEDOM	1	Necrosis isquémica de cabeza femoral
NVC	SEDOM	1	Neovascularización coroidea
NICG	SEDOM	1	Neoplasia intratubular de células germinales
TBCP	SEDOM	1	Tuberculosis pulmonar
SGPT	SEDOM	1	Transaminasa glutamicopirúbica sérica
SGPT	SEDOM	1	Serum glutamic pyruvic transaminase 
NVI	SEDOM	1	Neoplasia vulvar intraepitelial
SENPE	SEDOM	1	Sociedad Española de Nutrición Parenteral y Enteral
Mtl	SEDOM	1	Mortalidad
NIEV	SEDOM	1	Neoplasia intraepitelial vulvar
NVT	SEDOM	1	Nacido vivo a término
Esquizo-	SEDOM	1	Prefijo que significa dividido
FFR	SEDOM	1	Reserva de flujo [miocárdico] fraccionado
FFR	SEDOM	1	Fractionated flow reserve 
IBGC	SEDOM	1	Calcificación idiopática familiar de los ganglios basales
IBGC	SEDOM	1	Idiopathic basal ganglia calcification 
Mov.	SEDOM	1	Movimiento
WHO	SEDOM	1	World Health Organization 
WHO	SEDOM	1	Organización Mundial de la Salud
FGF	SEDOM	1	Factor de crecimiento fibroblástico
FGF	SEDOM	1	Fibroblast growth factor 
SPCN	SEDOM	1	Staphycoccus plasmacoagulasa negativo
CIFP	SEDOM	1	Colestasis intrahepática familiar progresiva
FAME	SEDOM	1	Fármaco antirreumático modificador de la enfermedad
ARNHM	SEDOM	1	Atención del recién nacido en habitación materna
Tabl.	SEDOM	1	Tableta
Espir.	SEDOM	1	Espirometría
FHF	SEDOM	1	Fallo hepático fulminante
LCAT	SEDOM	1	Lecitina-colesterol-aciltransferasa
ACAR	SEDOM	1	Abrebiatura de Alexandre Carbonell
FID	SEDOM	1	Fosa ilíaca derecha
SEFAC	SEDOM	1	Sociedad Española de Farmacia Comunitaria
FII	SEDOM	2	Factor II
FII	SEDOM	2	Fosa ilíaca izquierda
FIR	SEDOM	1	Farmacéutico interno y residente
EpoR	SEDOM	1	Receptor de eritropoyetina
Factor VII	SEDOM	1	también SPCA, Factor estable, Acelerador de conversión de protrombina sérica o Autoprotrombina I
Factor VII	SEDOM	1	Proconvertina 
LTBF	SEDOM	1	Legrado total con biopsia fraccionada
FIT	SEDOM	1	Prueba inmunoquímica fecal
FIT	SEDOM	1	Fecal Immunochemical Test 
POMC	SEDOM	1	Proopiomelanocortina
FIS	SEDOM	1	Fondo de Investigaciones Sanitarias de la Seguridad Social
FIV	SEDOM	2	Factor IV
FIV	SEDOM	2	Fertilización in vitro
FIX	SEDOM	1	Factor IX
ISIS	SEDOM	2	Estado Islámico
ISIS	SEDOM	2	Isislan, Servicios Informáticos
Post-	SEDOM	1	Prefijo que significa posterior, después de
TSID	SEDOM	1	Técnicos superiores en imagen para el diagnóstico
5HT	SEDOM	1	5-hidroxitriptamina o serotonina
FJD	SEDOM	1	Fundación Jiménez Díaz
x min	SEDOM	1	Por minuto
Crono-	SEDOM	1	Prefijo que indica relación con el tiempo
DLMI	SEDOM	1	Discrepancia de longitud de miembros inferiores
Troquiter	SEDOM	1	Tuberosidad mayor del húmero
HPIV	SEDOM	1	Hemorragia perintraventricular
SEHOP	SEDOM	1	Sociedad Española de Hematología y Oncología Pediátricas
TBII	SEDOM	1	Thyrotropin-binding inhibitor immunoglobulin 
TBII	SEDOM	1	Inmunoglobulina inhibitoria ligada a tirotropina
TBIF	SEDOM	1	Talla baja idiopática familiar
FKT	SEDOM	1	Fisiokinesiterapia
HPIAI	SEDOM	1	Hemorragia pulmonar idiopática aguda infantil
NIIA	SEDOM	1	Nefritis intersticial inmunoalérgica
FLA	SEDOM	1	Flutter auricular
FLD	SEDOM	1	Fosa lumbar derecha
FLI	SEDOM	1	Fosa lumbar izquierda
ACFA	SEDOM	1	Arritmia completa por fibrilación auricular
FLT	SEDOM	1	Faringolaringectomía total
LCFA	SEDOM	1	Limitación crónica al flujo aéreo
LTGV	SEDOM	1	izquierda
LTGV	SEDOM	1	Levotransposición de los grandes vasos 
AloTPH	SEDOM	1	Trasplante alogénico de progenitores hematopoyéticos
LLETZ	SEDOM	1	Escisión con asa grande de la zona de transformación
LLETZ	SEDOM	1	Large loop excision transformation zone 
FMD	SEDOM	1	Frecuencia miccional diurna
FMF	SEDOM	1	Fiebre mediterránea familiar
HPLC	SEDOM	1	High-performance liquid chromatography 
HPLC	SEDOM	1	Cromatografía en fase líquida de alta resolución
CCHNP	SEDOM	1	Cáncer colorrectal hereditario no polipósico
CIMA	SEDOM	1	Centro de Investigación Médica Aplicada
FMN	SEDOM	2	Mononucleótido de flavina
FMN	SEDOM	2	Flavin mononucleotide 
FMN	SEDOM	2	Frecuencia miccional nocturna
FMM	SEDOM	1	Fijación maxilomandibular
FMP	SEDOM	1	Fibrosis masiva progresiva
FMO	SEDOM	1	Fallo 
FMO	SEDOM	1	o fracaso
FMR	SEDOM	1	Fibromialgia reumática
ACFV	SEDOM	1	Adriamicina, ciclofosfamida, fluorouracilo y vincristina, quimioterapia
FMT	SEDOM	1	Frecuencia máxima teórica
SPIT	SEDOM	1	Shunt portosistémico intrahepático transyugular
ISMP	SEDOM	1	Instituto para el uso seguro de los medicamentos
Lact.	SEDOM	1	Lactancia
RNTPAEG	SEDOM	1	Recién nacido a término con peso adecuado para la edad estacional
FND	SEDOM	1	Fosa nasal derecha
FNI	SEDOM	1	Fosa nasal izquierda
EGDF	SEDOM	1	Esofagogastroduodenogastroscopia
TBNA	SEDOM	1	Transbronchial needle aspiration 
TBNA	SEDOM	1	Punción espirativa transbronquial
FAVI	SEDOM	1	Fístula arteriovenosa interna
Natremia	SEDOM	1	Nivel de sodio en sangre
ATIA	SEDOM	1	Aneurisma del tabique interauricular
NINE	SEDOM	1	Neumonía intersticial no especificada
POTG	SEDOM	1	Prueba oral de tolerancia a la glucosa
FOB	SEDOM	2	Sangre oculta en heces
FOB	SEDOM	2	Fecal occult blood 
FOB	SEDOM	2	Fiberoptic bronchoscopy 
FOB	SEDOM	2	Fibrobroncoscopia
FOD	SEDOM	2	Fiebre de origen desconocido
FOD	SEDOM	2	Fondo de ojo derecho
Vag.	SEDOM	1	Vaginal
WPW	SEDOM	1	Síndrome de Wolff-Parkinson-White
FOI	SEDOM	1	Fondo de ojo izquierdo
MFIU	SEDOM	1	Muerte fetal intrauterina
Orto-	SEDOM	1	Prefijo que significa recto, normal correcto
PEARL	SEDOM	1	Pupils equal and reacting to light
VHSK	SEDOM	1	Virus herpes del sarcoma de Kaposi
ACID	SEDOM	1	Arteria carótida interna derecha
FOM	SEDOM	1	Falla orgánica múltiple
FOP	SEDOM	2	Fibrodisplasia osificante progresiva
FOP	SEDOM	2	Foramen ovale permeable
HBsAg	SEDOM	1	Antígeno de superficie de la hepatitis B o Antígeno Australia
HBsAg	SEDOM	1	Hepatitis B surface antigen 
FOV	SEDOM	1	Field of view
OAD	SEDOM	2	Oblicua anterior derecha
OAD	SEDOM	2	Orejuela auricular derecha
TBMR	SEDOM	1	Tuberculosis multirresistente
OAF	SEDOM	2	Osteoclast activating factor 
OAF	SEDOM	2	Factor activador de los osteoclastos
OAF	SEDOM	2	Oxigenoterapia de alto flujo
OAI	SEDOM	2	Oblicua anterior izquierda
OAI	SEDOM	2	Orejuela auricular izquierda
SatO2	SEDOM	1	Saturación de Oxígeno
ACHO	SEDOM	1	Anticoncepción hormonal
LCGD	SEDOM	1	Linfoma de células grandes difuso
PPARG	SEDOM	1	Peroxisome proliferator-activated receptor gamma 
PPARG	SEDOM	1	Receptores gamma activados por factores de proliferación peroxisomal
MELAS	SEDOM	1	Mitochondrial, encephalophaty-miopathy, lactic acidosis and stroke-like episodes 
MELAS	SEDOM	1	Miopatía mitocondrial, encefalopatía, acidosis láctica y episodios similares al ictus
Qp/Qs	SEDOM	1	Relación entre el flujo pulmonar y el sistémico
FPI	SEDOM	2	Fallo primario del injerto
FPI	SEDOM	2	Fibrosis pulmonar idiopática
TSOH	SEDOM	1	Test de sangre oculta en heces
Ortp.	SEDOM	1	Ortóptica
CIPF	SEDOM	1	Centro de Investigación Príncipe Felipe
FPL	SEDOM	1	Flexor pollicis longus 
FPL	SEDOM	1	Flexor largo del pulgar
OAT	SEDOM	2	Oftalmopatía asociada al tiroides
OAT	SEDOM	2	Oligo-asteno-teratozoospermia
Factor XIII	SEDOM	1	también FSF, Factor Laki-Lorand, Fibrinasa, Transagluminasa plasmática o Fibrinoligasa
Factor XIII	SEDOM	1	Factor estabilizador de la fibrina 
FPP	SEDOM	3	Falta de progresión del parto
FPP	SEDOM	3	Fecha probable del parto
FPP	SEDOM	3	Fracción de proteínas plasmáticas
CIPA	SEDOM	1	Insensibilidad congénita al dolor con anhidrosis
CIPA	SEDOM	1	Congenital insensitivity to pain with anhidrosis 
FPR	SEDOM	1	Flujo plasmático renal
ISRS	SEDOM	1	Inhibidor selectivo de la recaptación de serotonina
EGFR	SEDOM	1	Epidermal growth factor receptor 
EGFR	SEDOM	1	Receptor del factor de crecimiento epidérmico
CRAB	SEDOM	1	Calcium, renal insuficiency, anaemia or bone lesions
OBG	SEDOM	1	Obstetricia y Ginecología 
OBG	SEDOM	1	Servicio de
Ict.	SEDOM	1	Ictericia
ACIP	SEDOM	2	Arteria cerebelosa inferior posterior
ACIP	SEDOM	2	Arteria circunfleja iliaca profunda.  
PEATE	SEDOM	1	Potenciales evocados auditivos del tronco encefálico
ACII	SEDOM	1	Arteria carótida interna izquierda
PEATC	SEDOM	1	Potenciales evocados auditivos del tronco cerebral
CAAB	SEDOM	1	Crisis aguda de asma bronquial
OBS	SEDOM	1	Servicio de
OBS	SEDOM	1	Obstetricia 
OBU	SEDOM	1	Observación de urgencias 
OBU	SEDOM	1	área de
CRBI	SEDOM	1	Catheter-related bloodstream infection
grs	SEDOM	1	Gramos. El símbolo correcto es g sin r ni s ni punto detrás aunque sea en plural
